country,region,election_renewal,year,month,chamber_type,chamber_total_seats,women_total,women_perc,notes
Malaysia,ASIA,Continuous Renewal,1970,,upper,58,2.0,0.03,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1971,,upper,58,2.0,0.03,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1972,,upper,54,2.0,0.04,"The nominal number of seats is 60, but there were 6 vacancies at the time. Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1973,,upper,54,2.0,0.04,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1974,,upper,54,2.0,0.04,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1975,,upper,54,2.0,0.04,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1976,,upper,54,5.0,0.09,"The nominal number of seats is 58, but there were 4 vacancies at the time. Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1977,,upper,54,5.0,0.09,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1978,,upper,54,5.0,0.09,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1979,,upper,54,5.0,0.09,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1980,,upper,67,7.0,0.1,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1981,,upper,67,7.0,0.1,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1982,,upper,67,7.0,0.1,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1983,,upper,67,7.0,0.1,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1984,,upper,53,7.0,0.13,"The nominal number of seats is 69, but there were 16 vacancies at the time: 26 elected by the State Legislative Assemblies and 43 appointed by the King. "
Malaysia,ASIA,Continuous Renewal,1985,,upper,53,7.0,0.13,26 elected by the State Legislative Assemblies and 43 appointed by the King. 
Malaysia,ASIA,Continuous Renewal,1986,,upper,53,7.0,0.13,26 elected by the State Legislative Assemblies and 43 appointed by the King. 
Malaysia,ASIA,Continuous Renewal,1987,,upper,53,7.0,0.13,26 elected by the State Legislative Assemblies and 43 appointed by the King. 
Malaysia,ASIA,Continuous Renewal,1988,,upper,53,7.0,0.13,26 elected by the State Legislative Assemblies and 43 appointed by the King. 
Malaysia,ASIA,Continuous Renewal,1988,,upper,61,11.0,0.18,"The nominal number of seats is 69, but there were 8 vacancies at the time: 26 elected by the State Legislative Assemblies and 43 appointed by the King. "
Malaysia,ASIA,Continuous Renewal,1989,,upper,61,11.0,0.18,26 elected by the State Legislative Assemblies and 43 appointed by the King. 
Malaysia,ASIA,Continuous Renewal,1990,,upper,61,11.0,0.18,26 elected by the State Legislative Assemblies and 43 appointed by the King. 
Malaysia,ASIA,Continuous Renewal,1991,,upper,61,11.0,0.18,26 elected by the State Legislative Assemblies and 43 appointed by the King. 
Malaysia,ASIA,Continuous Renewal,1992,,upper,61,9.0,0.15,"The nominal number of seats is 69, but there were 8 vacancies at the time: 26 elected by the State Legislative Assemblies and 43 appointed by the King. "
Malaysia,ASIA,Continuous Renewal,1993,,upper,61,9.0,0.15,26 elected by the State Legislative Assemblies and 43 appointed by the King. 
Malaysia,ASIA,Continuous Renewal,1994,,upper,61,9.0,0.15,26 elected by the State Legislative Assemblies and 43 appointed by the King. 
Malaysia,ASIA,Continuous Renewal,1995,,upper,52,12.0,0.23,"The nominal number of seats is 69, but there were 17 vacancies at the time; normally: 26 elected by the State Legislative Assemblies and 43 appointed by the King. "
Malaysia,ASIA,Continuous Renewal,1996,,upper,52,12.0,0.23,26 elected by the State Legislative Assemblies and 43 appointed by the King. 
Malaysia,ASIA,Continuous Renewal,1997,,upper,69,12.0,0.17,26 elected by the State Legislative Assemblies and 43 appointed by the King. 
Malaysia,ASIA,Continuous Renewal,1998,,upper,69,12.0,0.17,26 elected by the State Legislative Assemblies and 43 appointed by the King. 
Malaysia,ASIA,Continuous Renewal,1999,,upper,69,12.0,0.17,26 elected by the State Legislative Assemblies and 43 appointed by the King. 
Malaysia,ASIA,Continuous Renewal,2000,,upper,69,18.0,0.26,26 elected by the State Legislative Assemblies and 43 appointed by the King. 
Malaysia,ASIA,Continuous Renewal,2001,,upper,69,12.0,0.17,26 elected by the State Legislative Assemblies and 43 appointed by the King. 
Malaysia,ASIA,Continuous Renewal,2002,,upper,69,12.0,0.17,26 elected by the State Legislative Assemblies and 43 appointed by the King. 
Malaysia,ASIA,Continuous Renewal,2003,,upper,54,20.0,0.37,26 elected by the State Legislative Assemblies and 43 appointed by the King. 
Malaysia,ASIA,Continuous Renewal,2004,,upper,70,18.0,0.26,"26 indirectly elected, 44 appointed by the Head of State."
Malaysia,ASIA,Continuous Renewal,2005,,upper,70,18.0,0.26,"26 indirectly elected, 44 appointed by the Head of State."
Malaysia,ASIA,Continuous Renewal,2006,,upper,70,18.0,0.26,"26 indirectly elected, 44 appointed by the Head of State."
Malaysia,ASIA,Continuous Renewal,2007,,upper,65,18.0,0.28,"26 indirectly elected, 44 appointed by the Head of State."
Malaysia,ASIA,Continuous Renewal,2008,,upper,59,17.0,0.29,"The Upper House is constantly renewed, therefore it is referred to the sitting following the Lower House elections. Not clear whether the 17th woman was appointed or indirectly elected."
Malaysia,ASIA,Continuous Renewal,2009,,upper,64,18.0,0.28,
Malaysia,ASIA,Continuous Renewal,2010,,upper,70,17.0,0.24,
Malaysia,ASIA,Continuous Renewal,2011,,upper,70,17.0,0.24,
Malaysia,ASIA,Continuous Renewal,2012,,upper,70,17.0,0.24,
Malaysia,ASIA,Continuous Renewal,2013,January,upper,66,15.0,0.23,
Malaysia,ASIA,Continuous Renewal,2014,February,upper,59,17.0,0.29,
Malaysia,ASIA,Continuous Renewal,2015,,upper,65,15.0,0.23,
Malaysia,ASIA,Continuous Renewal,2016,,upper,65,15.0,0.23,
Malaysia,ASIA,Continuous Renewal,2017,,upper,68,15.0,0.22,
Malaysia,ASIA,Continuous Renewal,2016,March,upper,64,14.0,0.22,
Malaysia,ASIA,Continuous Renewal,2013,December,upper,59,16.0,0.27,
Russia,EUR,Continuous Renewal,1990,March,upper,126,11.0,0.09,First legislature of the Russian Federation.
Russia,EUR,Continuous Renewal,1991,,upper,126,11.0,0.09,
Russia,EUR,Continuous Renewal,1992,,upper,126,11.0,0.09,
Russia,EUR,Continuous Renewal,1993,,upper,176,9.0,0.05,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.
Russia,EUR,Continuous Renewal,1994,,upper,176,9.0,0.05,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.
Russia,EUR,Continuous Renewal,1995,,upper,176,9.0,0.05,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.
Russia,EUR,Continuous Renewal,1996,,upper,176,9.0,0.05,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.
Russia,EUR,Continuous Renewal,1997,December,upper,178,1.0,0.01,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.
Russia,EUR,Continuous Renewal,1998,,upper,176,9.0,0.05,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.
Russia,EUR,Continuous Renewal,2000,,upper,176,9.0,0.05,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.
Russia,EUR,Continuous Renewal,2001,,upper,176,9.0,0.05,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.
Russia,EUR,Continuous Renewal,2002,,upper,176,9.0,0.05,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.
Russia,EUR,Continuous Renewal,2003,December,upper,177,10.0,0.06,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.
Russian Federation,EUR,Continuous Renewal,2014,,upper,163,13.0,0.08,
Russian Federation,EUR,Continuous Renewal,2015,,upper,170,29.0,0.17,
Russia,EUR,Continuous Renewal,2004,,upper,177,10.0,0.06,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.
Russia,EUR,Continuous Renewal,2005,,upper,177,10.0,0.06,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.
Russia,EUR,Continuous Renewal,2006,,upper,177,10.0,0.06,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.
Russia,EUR,Continuous Renewal,2007,December,upper,169,8.0,0.05,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.
Russia,EUR,Continuous Renewal,2008,,upper,177,10.0,0.06,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.
Russia,EUR,Continuous Renewal,2008,,upper,169,8.0,0.05,Membership of the Federation Council (Upper House of Parliament) is continously renewed and members rotate based on their regional circumstances.
Russia,EUR,Continuous Renewal,2009,,upper,169,8.0,0.05,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.
Russia,EUR,Continuous Renewal,2010,,upper,169,8.0,0.05,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.
Russia,EUR,Continuous Renewal,2011,,upper,169,8.0,0.05,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.
Russia,EUR,Continuous Renewal,2012,,upper,163,13.0,0.08,Membership of the Federation Council (Upper House of Parliament) is continuously  renewed and members rotate based on their regional circumstances.
Russian Federation,EUR,Continuous Renewal,2013,,upper,163,13.0,0.08,Membership of the Federation Council (Upper House of Parliament) is continuously renewed and members rotate based on their regional circumstances.
Russian Federation,EUR,Continuous Renewal,2017,,upper,170,29.0,0.17,
United Kingdom,EUR,Continuous Renewal,1995,January,upper,1200,82.0,0.07,"(Lords all appointed); Until 1958, women Peers could not sit in the House of Lords but since then many women Peers have been appointed for their lifetime; since 1963, women inheriting peerages in their own right have also been able to sit in the House of Lords. Since most Peers are appointed for their liftetime, the composition of the Chamber changes continuously."
